rank,shortname,url,length_chars,words,difficulty,name
1832,basicprogramming2,https://open.kattis.com/problems/basicprogramming2,1449,283,1.1 - 2.8,Basic Programming 2
1833,negativegraph,https://open.kattis.com/problems/negativegraph,1449,271,6.3,Negative Graph
1834,lottery,https://open.kattis.com/problems/lottery,1449,269,3.3,Ticket Lottery
1835,wheresmyinternet,https://open.kattis.com/problems/wheresmyinternet,1449,258,1.8,Where's My Internet??
1836,arod,https://open.kattis.com/problems/arod,1450,246,8.4,AROD
1837,splittingpairs,https://open.kattis.com/problems/splittingpairs,1450,279,6.6,Splitting Pairs
1838,bridgingthegap,https://open.kattis.com/problems/bridgingthegap,1451,271,6.7,Bridging the Gap
1839,enteringenemyencampment,https://open.kattis.com/problems/enteringenemyencampment,1451,264,5.7,Entering Enemy Encampment
1840,equivalentexchange,https://open.kattis.com/problems/equivalentexchange,1451,292,6.6,Equivalent Exchange
1841,arcticnetwork,https://open.kattis.com/problems/arcticnetwork,1452,246,2.8,Arctic Network
1842,barclassification,https://open.kattis.com/problems/barclassification,1452,283,3.8,Bar Classification
1843,coloring,https://open.kattis.com/problems/coloring,1452,261,4.8,Coloring Graphs
1844,geneticsearch,https://open.kattis.com/problems/geneticsearch,1452,273,2.7,Genetic Search
1845,parkinglot,https://open.kattis.com/problems/parkinglot,1452,279,8.0,Parking Lot
1846,winstreak,https://open.kattis.com/problems/winstreak,1452,249,1.9,Win Streak
1847,logland,https://open.kattis.com/problems/logland,1453,268,5.5,Logland
1848,roadplowing,https://open.kattis.com/problems/roadplowing,1453,280,2.4,Road Plowing
1849,takinginventory,https://open.kattis.com/problems/takinginventory,1453,269,1.8,Taking Inventory
1850,heimilisverk,https://open.kattis.com/problems/heimilisverk,1454,287,1.2 - 1.9,Heimilisverk
1851,infinityalarm,https://open.kattis.com/problems/infinityalarm,1454,283,7.6 - 9.1,Infinity alarm
1852,jellyfusion,https://open.kattis.com/problems/jellyfusion,1454,252,6.1,Jelly Fusion
1853,spellingbee,https://open.kattis.com/problems/spellingbee,1454,264,1.9,Spelling Bee
1854,klockan2,https://open.kattis.com/problems/klockan2,1454,275,1.5 - 1.8,The Clock
1855,standings,https://open.kattis.com/problems/standings,1455,261,2.6,Biased Standings
1856,clockpictures,https://open.kattis.com/problems/clockpictures,1455,270,2.9,Clock Pictures
1857,closingtheloop,https://open.kattis.com/problems/closingtheloop,1455,278,2.1,Closing the Loop
1858,display,https://open.kattis.com/problems/display,1455,258,2.6,Digital display
1859,modularreverseengineering,https://open.kattis.com/problems/modularreverseengineering,1456,287,4.8,Modular Reverse Engineering
1860,buzzwords,https://open.kattis.com/problems/buzzwords,1457,283,4.2,Buzzwords
1861,climbingstairs,https://open.kattis.com/problems/climbingstairs,1458,270,4.8,Climbing Stairs
1862,doublestring,https://open.kattis.com/problems/doublestring,1458,295,7.9,Double String
1863,hiddencamera,https://open.kattis.com/problems/hiddencamera,1458,278,5.4,Hidden Camera
1864,raisingthebar,https://open.kattis.com/problems/raisingthebar,1458,249,3.9,Raising the Bar
1865,tripodometer,https://open.kattis.com/problems/tripodometer,1458,271,2.0,Trip Odometer
1866,dreamteam,https://open.kattis.com/problems/dreamteam,1459,268,4.9,Dream Team
1867,heavyedges,https://open.kattis.com/problems/heavyedges,1459,277,2.9 - 4.8,Heavy Edges
1868,excursion,https://open.kattis.com/problems/excursion,1459,278,3.4,Kindergarten Excursion
1869,rsamistake,https://open.kattis.com/problems/rsamistake,1459,274,4.0,RSA Mistake
1870,sudokunique,https://open.kattis.com/problems/sudokunique,1459,318,8.0,Sudokunique
1871,tourdefrance,https://open.kattis.com/problems/tourdefrance,1459,272,2.6,Tour de France
1872,greatestpair,https://open.kattis.com/problems/greatestpair,1460,283,6.2,Greatest Pair
1873,jabbingjets,https://open.kattis.com/problems/jabbingjets,1460,259,4.7,Jabbing Jets
1874,piecesofparentheses,https://open.kattis.com/problems/piecesofparentheses,1460,271,4.4,Pieces of Parentheses
1875,planetaris,https://open.kattis.com/problems/planetaris,1460,273,1.7,Planetaris
1876,replacementroads,https://open.kattis.com/problems/replacementroads,1460,264,6.9,Replacement roads
1877,componentsgame,https://open.kattis.com/problems/componentsgame,1460,259,7.3,The Components Game
1878,goldenlandmarks,https://open.kattis.com/problems/goldenlandmarks,1461,266,2.8,Golden Landmarks
1879,guma,https://open.kattis.com/problems/guma,1462,268,6.2 - 6.6,Guma
1880,lista,https://open.kattis.com/problems/lista,1462,290,5.3,Lista
1881,longincsubseq,https://open.kattis.com/problems/longincsubseq,1462,264,3.3,Longest Increasing Subsequence
1882,prosti,https://open.kattis.com/problems/prosti,1462,290,6.7,Prosti
1883,starguardians,https://open.kattis.com/problems/starguardians,1462,264,2.7,Star Guardians
1884,targetpractice,https://open.kattis.com/problems/targetpractice,1462,278,4.2,Target Practice
1885,warringscoring,https://open.kattis.com/problems/warringscoring,1462,262,2.8,Warring Scoring
1886,findingkeys,https://open.kattis.com/problems/findingkeys,1463,276,5.8,Finding Keys
1887,tictactoe,https://open.kattis.com/problems/tictactoe,1463,289,8.5,Tic Tac Toe
1888,blueberrywaffle,https://open.kattis.com/problems/blueberrywaffle,1464,266,2.1,Blueberry Waffle
1889,jestingjabberwocky,https://open.kattis.com/problems/jestingjabberwocky,1464,272,5.1,Jesting Jabberwocky
1890,karte,https://open.kattis.com/problems/karte,1464,287,1.5,Karte
1891,faucetflow,https://open.kattis.com/problems/faucetflow,1465,263,7.8,Faucet Flow
1892,locomotivelunacy,https://open.kattis.com/problems/locomotivelunacy,1465,295,4.1,Locomotive Lunacy
1893,apivotalquestion,https://open.kattis.com/problems/apivotalquestion,1466,274,3.3,A Pivotal Question
1894,blockgame2,https://open.kattis.com/problems/blockgame2,1466,270,3.1,Block Game
1895,coinflip,https://open.kattis.com/problems/coinflip,1466,285,2.5 - 6.3,Coin Flip
1896,cursedcactuschallenge,https://open.kattis.com/problems/cursedcactuschallenge,1466,294,6.1,Cursed Cactus Challenge
1897,cuttingpolygon,https://open.kattis.com/problems/cuttingpolygon,1466,271,6.3,Cutting a polygon
1898,settlers2,https://open.kattis.com/problems/settlers2,1466,266,4.2,Settlers of Catan
1899,exclusiveequation,https://open.kattis.com/problems/exclusiveequation,1467,265,4.5,Exclusive Equation
1900,estate,https://open.kattis.com/problems/estate,1467,284,5.0,Integer Estate Agent
1901,tajna,https://open.kattis.com/problems/tajna,1467,265,1.7,Tajna
1902,bitmask,https://open.kattis.com/problems/bitmask,1468,289,3.1,Bitmask
1903,frosting,https://open.kattis.com/problems/frosting,1468,258,3.5,Frosting on the Cake
1904,honi,https://open.kattis.com/problems/honi,1468,269,4.7,Honi
1905,icarus,https://open.kattis.com/problems/icarus,1468,297,2.4,Icarus
1906,officenumber,https://open.kattis.com/problems/officenumber,1468,283,6.0,Office Number
1907,purplerain,https://open.kattis.com/problems/purplerain,1468,257,3.8,Purple Rain
1908,footballtournament,https://open.kattis.com/problems/footballtournament,1468,278,6.9,Schedule the football tournament
1909,enumeratingbrackets,https://open.kattis.com/problems/enumeratingbrackets,1469,285,5.4,Enumerating Brackets
1910,gondolas,https://open.kattis.com/problems/gondolas,1469,276,5.8,Gondolas
1911,leadtheway,https://open.kattis.com/problems/leadtheway,1469,299,6.1,Lead The Way
1912,allfaxnoprinter,https://open.kattis.com/problems/allfaxnoprinter,1470,274,6.1,All Fax No Printer
1913,beehives,https://open.kattis.com/problems/beehives,1470,284,1.8,Beehives
1914,chorddetection,https://open.kattis.com/problems/chorddetection,1470,288,2.9,Chord Detection
1915,speed,https://open.kattis.com/problems/speed,1470,274,3.1,Need for Speed
1916,pie,https://open.kattis.com/problems/pie,1470,290,2.7,Pie
1917,threeblindmice,https://open.kattis.com/problems/threeblindmice,1470,275,1.7,Three Blind Mice
1918,dijkstratwostack,https://open.kattis.com/problems/dijkstratwostack,1471,252,3.7,Dijkstra Two Stack
1919,doublesort,https://open.kattis.com/problems/doublesort,1471,284,9.0,Double Sort
1920,interactivetictactoe,https://open.kattis.com/problems/interactivetictactoe,1471,281,1.4 - 4.5,Interactive Tic-Tac-Toe
1921,markovlest,https://open.kattis.com/problems/markovlest,1471,290,6.9,Markov lest
1922,perfectsquares,https://open.kattis.com/problems/perfectsquares,1471,281,7.9,Perfect Squares
1923,gitmv,https://open.kattis.com/problems/gitmv,1471,272,5.6,\texttt{git mv}
1924,fencebowling,https://open.kattis.com/problems/fencebowling,1472,285,3.2,Fence Bowling
1925,shiritori,https://open.kattis.com/problems/shiritori,1472,277,2.1,Shiritori
1926,terracehill,https://open.kattis.com/problems/terracehill,1472,258,3.1,Terrace Hill
1927,adjoin,https://open.kattis.com/problems/adjoin,1473,263,5.5,Adjoin the Networks
1928,breakingbranches,https://open.kattis.com/problems/breakingbranches,1473,277,1.7,Breaking Branches
1929,icons,https://open.kattis.com/problems/icons,1473,286,7.5,Icons in the Toolbar
1930,generatingcoolpasswordscompany,https://open.kattis.com/problems/generatingcoolpasswordscompany,1475,268,3.8,Generating Cool Passwords Company
1931,fadingwind,https://open.kattis.com/problems/fadingwind,1476,285,1.6,Fading Wind
1932,gamblinggame,https://open.kattis.com/problems/gamblinggame,1476,279,5.1,Gambling Game
1933,armbeygjur,https://open.kattis.com/problems/armbeygjur,1476,279,2.0 - 7.1,Press-ups
1934,roomtogrow,https://open.kattis.com/problems/roomtogrow,1476,292,6.1,Room to Grow
1935,sharingcandies,https://open.kattis.com/problems/sharingcandies,1476,278,4.7,Sharing Candies
1936,bagoftiles,https://open.kattis.com/problems/bagoftiles,1477,288,4.4,Bag of Tiles
1937,containment,https://open.kattis.com/problems/containment,1477,264,6.8,Containment
1938,rodunarrugl,https://open.kattis.com/problems/rodunarrugl,1477,289,1.7 - 2.4,Röðunarrugl
1939,evolvingetymology,https://open.kattis.com/problems/evolvingetymology,1479,263,3.7,Evolving Etymology
1940,putovanje,https://open.kattis.com/problems/putovanje,1479,272,3.0,Putovanje
1941,funnygames,https://open.kattis.com/problems/funnygames,1480,279,9.1,Funny Games
1942,halfgridcoverings,https://open.kattis.com/problems/halfgridcoverings,1480,279,5.9,Half-Grid Coverings
1943,roadtrip,https://open.kattis.com/problems/roadtrip,1480,276,7.1,Road Trip
1944,speedlimit,https://open.kattis.com/problems/speedlimit,1480,296,1.5,Speed Limit
1945,help2,https://open.kattis.com/problems/help2,1481,264,5.4,Help!
1946,bugs,https://open.kattis.com/problems/bugs,1481,266,6.3,Software Bugs
1947,aroundthetrack,https://open.kattis.com/problems/aroundthetrack,1482,279,8.9,Around the Track
1948,easierdonethansaid,https://open.kattis.com/problems/easierdonethansaid,1482,252,1.9,Easier Done than Said?
1949,gandalfsspell,https://open.kattis.com/problems/gandalfsspell,1482,262,2.1,Gandalf's Spell
1950,hahysi,https://open.kattis.com/problems/hahysi,1482,297,1.6 - 2.9,Háhýsi
1951,pivot,https://open.kattis.com/problems/pivot,1482,288,1.9,Pivot
1952,planina,https://open.kattis.com/problems/planina,1482,272,1.3,Planina
1953,amoebas,https://open.kattis.com/problems/amoebas,1482,264,1.5,Sheba's Amoebas
1954,beetle,https://open.kattis.com/problems/beetle,1483,287,2.5 - 7.6,Beetle
1955,fridgedistraction,https://open.kattis.com/problems/fridgedistraction,1483,282,2.4,Fridge Distraction
1956,compass,https://open.kattis.com/problems/compass,1483,257,1.9,Jumbled Compass
1957,planyourguesses,https://open.kattis.com/problems/planyourguesses,1483,283,8.8,Plan Your Guesses
1958,kaboom,https://open.kattis.com/problems/kaboom,1484,279,6.7,Kaboom
1959,nearestnicenumbers,https://open.kattis.com/problems/nearestnicenumbers,1484,251,4.6,Nearest Nice Numbers
1960,precariousstacks,https://open.kattis.com/problems/precariousstacks,1484,272,5.4,Precarious Stacks
1961,imperfectimperialunits,https://open.kattis.com/problems/imperfectimperialunits,1485,275,3.9,Imperfect Imperial Units
1962,powerups,https://open.kattis.com/problems/powerups,1485,258,4.5,Power-Ups
1963,milestones,https://open.kattis.com/problems/milestones,1486,252,3.2,Milestone Counter
1964,periodni,https://open.kattis.com/problems/periodni,1486,289,7.8,Periodni
1965,variabelnamn,https://open.kattis.com/problems/variabelnamn,1486,274,3.5,Variable Names
1966,chopwood,https://open.kattis.com/problems/chopwood,1487,292,3.0,Chopping Wood
1967,oddrubble,https://open.kattis.com/problems/oddrubble,1487,280,5.1,Odd Rubble
1968,spectrum,https://open.kattis.com/problems/spectrum,1487,259,4.6,X-ray spectrum
1969,birthdayboy,https://open.kattis.com/problems/birthdayboy,1488,279,4.2,Birthday Boy
1970,crackerbarrel,https://open.kattis.com/problems/crackerbarrel,1488,283,4.4,Cracker Barrel Game
1971,exponentexchange,https://open.kattis.com/problems/exponentexchange,1488,277,7.9,Exponent Exchange
1972,genies,https://open.kattis.com/problems/genies,1489,301,3.0,Genies
1973,l33th4x0r,https://open.kattis.com/problems/l33th4x0r,1489,259,2.4,L33T H4X0R
1974,mathemagicians,https://open.kattis.com/problems/mathemagicians,1489,278,5.1,Mathemagicians
1975,stickysituation,https://open.kattis.com/problems/stickysituation,1489,262,2.0,Sticky Situation
1976,dst,https://open.kattis.com/problems/dst,1490,267,2.0,Daylight Saving Time
1977,grazedgrains,https://open.kattis.com/problems/grazedgrains,1490,281,2.3,Grazed Grains
1978,gridguardian,https://open.kattis.com/problems/gridguardian,1490,294,8.8,Grid Guardian
1979,growlinggears,https://open.kattis.com/problems/growlinggears,1490,281,1.8,Growling Gears
1980,laki,https://open.kattis.com/problems/laki,1490,282,2.1 - 8.1,Láki
1981,poplava,https://open.kattis.com/problems/poplava,1490,297,4.0,Poplava
1982,dasort,https://open.kattis.com/problems/dasort,1491,268,3.2,DA-Sort
1983,fibsogdibs,https://open.kattis.com/problems/fibsogdibs,1491,290,1.7 - 5.8,Fibs og Dibs
1984,quadraticdissonance,https://open.kattis.com/problems/quadraticdissonance,1491,280,3.8,Quadratic Dissonance
1985,antidiagonalgame,https://open.kattis.com/problems/antidiagonalgame,1492,301,5.8,Anti-Diagonal Game
1986,ith,https://open.kattis.com/problems/ith,1492,279,5.4,God Save the i-th Queen
1987,icpcteamgeneration,https://open.kattis.com/problems/icpcteamgeneration,1492,297,4.8,ICPC Team Generation
1988,trackingshares,https://open.kattis.com/problems/trackingshares,1492,292,2.3,Tracking Shares
1989,grocerygreed,https://open.kattis.com/problems/grocerygreed,1493,278,4.9,Grocery Greed
1990,fairandsquare,https://open.kattis.com/problems/fairandsquare,1494,273,6.4,Fair and Square
1991,heliocentric,https://open.kattis.com/problems/heliocentric,1494,274,2.2,Heliocentric
1992,wordspin,https://open.kattis.com/problems/wordspin,1494,276,5.1,WordSpin
1993,pagelayout,https://open.kattis.com/problems/pagelayout,1495,263,5.1,Page Layout
1994,worminapple,https://open.kattis.com/problems/worminapple,1495,286,4.7,The Worm in the Apple
1995,malfunctioningrobot,https://open.kattis.com/problems/malfunctioningrobot,1496,275,3.8,Malfunctioning Robot
1996,dontfalldownstairs,https://open.kattis.com/problems/dontfalldownstairs,1497,287,2.2,Don't Fall Down Stairs
1997,drawyourdeck,https://open.kattis.com/problems/drawyourdeck,1498,295,7.3,Draw Your Deck
1998,inspirationmanifestation,https://open.kattis.com/problems/inspirationmanifestation,1498,266,8.7,Inspiration Manifestation
1999,hljodstilling,https://open.kattis.com/problems/hljodstilling,1499,279,1.7 - 5.2,Hljóðstilling
2000,procrastination2,https://open.kattis.com/problems/procrastination2,1499,280,5.0,Procrastination
2001,tokengame,https://open.kattis.com/problems/tokengame,1499,274,7.7,Token Game
2002,dfaread,https://open.kattis.com/problems/dfaread,1500,279,2.7,Deterministic Finite Automata - Read
2003,distinctivecharacter,https://open.kattis.com/problems/distinctivecharacter,1500,273,6.8,Distinctive Character
2004,juice2,https://open.kattis.com/problems/juice2,1500,289,6.2,Juice
2005,mengersponge,https://open.kattis.com/problems/mengersponge,1500,243,4.9,Menger Sponge
2006,pollygone,https://open.kattis.com/problems/pollygone,1500,278,5.6,Polly Gone
2007,symmetry,https://open.kattis.com/problems/symmetry,1500,283,7.4,Symmetry
2008,textureanalysis,https://open.kattis.com/problems/textureanalysis,1500,260,3.5,Texture Analysis
2009,youbethejudge2,https://open.kattis.com/problems/youbethejudge2,1500,263,3.3,"You be The Judge, Again"
2010,babayaga,https://open.kattis.com/problems/babayaga,1501,282,3.7,Baba Yaga
2011,chartingprogress,https://open.kattis.com/problems/chartingprogress,1501,268,2.9,Charting Progress
2012,duckdivision,https://open.kattis.com/problems/duckdivision,1501,278,3.3,Duck Division
2013,georgettemegeorgetteyou,https://open.kattis.com/problems/georgettemegeorgetteyou,1501,260,3.7,"Georgette Me, Georgette You"
2014,driver,https://open.kattis.com/problems/driver,1502,303,4.3,Crazy Driver
2015,fundir,https://open.kattis.com/problems/fundir,1502,255,6.7,Fundir
2016,knights,https://open.kattis.com/problems/knights,1502,267,6.6,Knights
2017,magicaldistances,https://open.kattis.com/problems/magicaldistances,1502,288,8.7,Magical Distances
2018,balatro,https://open.kattis.com/problems/balatro,1503,304,8.9,Balatro
2019,mette,https://open.kattis.com/problems/mette,1503,273,3.8,Mette
2020,misa,https://open.kattis.com/problems/misa,1503,274,2.0,Misa
2021,rainfall2,https://open.kattis.com/problems/rainfall2,1503,272,4.3,Rain Fall
2022,classroomsandcalculators,https://open.kattis.com/problems/classroomsandcalculators,1504,295,5.0,Classrooms and Calculators
2023,fallingapart,https://open.kattis.com/problems/fallingapart,1504,262,1.5,Falling Apart
2024,guilds,https://open.kattis.com/problems/guilds,1504,273,3.8,Guilds
2025,jugglingtroupe,https://open.kattis.com/problems/jugglingtroupe,1504,276,6.9,Juggling Troupe
2026,polygongame,https://open.kattis.com/problems/polygongame,1505,280,8.0,Polygon Game
2027,roomevacuation,https://open.kattis.com/problems/roomevacuation,1505,311,6.7,Room Evacuation
2028,graduationguarantee,https://open.kattis.com/problems/graduationguarantee,1506,261,3.6,Graduation Guarantee
2029,stackingcups,https://open.kattis.com/problems/stackingcups,1506,303,5.0,Stacking Cups
2030,ofinthecoldfoodofouthoteatthefood,https://open.kattis.com/problems/ofinthecoldfoodofouthoteatthefood,1506,258,2.4,of in the cold food of out hot eat the food
2031,acearbiter,https://open.kattis.com/problems/acearbiter,1507,296,5.5,Ace Arbiter
2032,farmersfield,https://open.kattis.com/problems/farmersfield,1507,266,5.5,Farmer's Field
2033,fishingcontest,https://open.kattis.com/problems/fishingcontest,1507,299,9.4,Fishing Contest
2034,heapsoffun,https://open.kattis.com/problems/heapsoffun,1507,280,5.1,Heaps of Fun
2035,joinstrings,https://open.kattis.com/problems/joinstrings,1507,288,4.6,Join Strings
2036,slimcut,https://open.kattis.com/problems/slimcut,1507,294,6.7,Slim Cut
2037,sortofsorting,https://open.kattis.com/problems/sortofsorting,1507,281,1.5,Sort of Sorting
2038,tightfitsudoku,https://open.kattis.com/problems/tightfitsudoku,1507,285,4.9,Tight-Fit Sudoku
2039,cascade,https://open.kattis.com/problems/cascade,1508,314,6.7,Cascade Centrality
2040,crabbles,https://open.kattis.com/problems/crabbles,1508,284,5.7,Crabbles
2041,lockingdoors,https://open.kattis.com/problems/lockingdoors,1508,296,3.9,Locking Doors
2042,rocksonaplane,https://open.kattis.com/problems/rocksonaplane,1508,286,7.3,Rocks on a Plane
2043,walk,https://open.kattis.com/problems/walk,1508,279,7.7,Walk
2044,classrooms,https://open.kattis.com/problems/classrooms,1509,262,3.5,Classrooms
2045,icegrowth,https://open.kattis.com/problems/icegrowth,1509,299,4.6,Ice Growth
2046,kaffiskommtun,https://open.kattis.com/problems/kaffiskommtun,1509,283,7.2,Kaffiskömmtun
2047,restoran,https://open.kattis.com/problems/restoran,1509,297,7.1,Restoran
2048,taboo,https://open.kattis.com/problems/taboo,1509,289,6.2,Taboo
2049,bridgesandtunnels,https://open.kattis.com/problems/bridgesandtunnels,1510,263,2.4,Bridges and Tunnels
2050,pokeball,https://open.kattis.com/problems/pokeball,1510,267,6.2,Pokeball Fever
2051,atmmaintenance,https://open.kattis.com/problems/atmmaintenance,1511,276,1.4,ATM Maintenance
2052,bluetooth,https://open.kattis.com/problems/bluetooth,1511,276,1.4 - 2.1,Bluetooth
2053,bufferedbuffet,https://open.kattis.com/problems/bufferedbuffet,1512,249,4.3,Buffered Buffet
2054,elevatingtheprank,https://open.kattis.com/problems/elevatingtheprank,1512,291,1.6,Elevating the Prank
2055,treequivalence,https://open.kattis.com/problems/treequivalence,1512,260,8.3,Treequivalence
2056,bishops,https://open.kattis.com/problems/bishops,1513,271,2.3,Bishops
2057,evenland,https://open.kattis.com/problems/evenland,1513,276,8.4,Evenland
2058,flygildaflug,https://open.kattis.com/problems/flygildaflug,1513,300,4.6,Flygildaflug
2059,samedigitseasy,https://open.kattis.com/problems/samedigitseasy,1513,252,2.3,Same Digits (Easy)
2060,shoppingbags,https://open.kattis.com/problems/shoppingbags,1513,299,6.9,Shopping Bags
2061,isstravellogs,https://open.kattis.com/problems/isstravellogs,1514,273,3.8,ISS Travel Logs
2062,spacerace,https://open.kattis.com/problems/spacerace,1514,282,2.0,Space Race
2063,beautifulsquare,https://open.kattis.com/problems/beautifulsquare,1515,292,8.3,Beautiful Square
2064,bumpsetspikecount,https://open.kattis.com/problems/bumpsetspikecount,1515,273,5.3,"Bump, Set, Spike, Count!"
2065,radioreceiver,https://open.kattis.com/problems/radioreceiver,1515,273,5.9,Radio Receiver
2066,damagedequation,https://open.kattis.com/problems/damagedequation,1516,265,2.3,Damaged Equation
2067,elapiderrands,https://open.kattis.com/problems/elapiderrands,1516,295,8.8,Elapid Errands
2068,razbibriga,https://open.kattis.com/problems/razbibriga,1516,271,5.5,Razbibriga
2069,smoothiestand,https://open.kattis.com/problems/smoothiestand,1516,271,2.2,Smoothie Stand
2070,artappreciation,https://open.kattis.com/problems/artappreciation,1517,281,7.2,Art Appreciation
2071,busyroads,https://open.kattis.com/problems/busyroads,1517,315,3.7,Busy Roads
2072,dfyrirdreki,https://open.kattis.com/problems/dfyrirdreki,1517,311,1.1 - 1.2,D Fyrir Dreki
2073,restaurantopening,https://open.kattis.com/problems/restaurantopening,1517,262,1.6,Restaurant Opening
2074,rivalries,https://open.kattis.com/problems/rivalries,1517,242,7.9,Rivalries
2075,signprofile,https://open.kattis.com/problems/signprofile,1517,289,5.2,Sign Profile
2076,akcija,https://open.kattis.com/problems/akcija,1518,296,1.6,Akcija
2077,peapattern,https://open.kattis.com/problems/peapattern,1518,279,3.9,Pea Pattern
2078,posters,https://open.kattis.com/problems/posters,1519,286,2.1 - 3.1,KTH Challenge Posters
2079,cryptotrouble,https://open.kattis.com/problems/cryptotrouble,1520,262,5.2,Crypto Trouble
2080,excitingenglishenunciations,https://open.kattis.com/problems/excitingenglishenunciations,1520,245,3.6,Exciting English Enunciations
2081,cakecutting,https://open.kattis.com/problems/cakecutting,1521,298,6.1,Cake Cutting
2082,chess,https://open.kattis.com/problems/chess,1521,286,2.8,Chess
2083,dfaunion,https://open.kattis.com/problems/dfaunion,1521,268,2.5,Deterministic Finite Automata - Union
2084,elevatorpitch,https://open.kattis.com/problems/elevatorpitch,1521,268,3.9,Elevator Pitch
2085,iks,https://open.kattis.com/problems/iks,1521,283,2.9,Iks
2086,4thought,https://open.kattis.com/problems/4thought,1522,292,2.9,4 thought
2087,rectangle,https://open.kattis.com/problems/rectangle,1523,285,7.3 - 8.5,Cutting a Rectangle
2088,bidirectionalcode,https://open.kattis.com/problems/bidirectionalcode,1524,269,6.7,Bidirectional Code
2089,candlebox,https://open.kattis.com/problems/candlebox,1524,289,2.9,Candle Box
2090,greenertuborg,https://open.kattis.com/problems/greenertuborg,1524,260,5.5,Greener Tuborg
2091,howlsmewingcastle,https://open.kattis.com/problems/howlsmewingcastle,1524,275,8.1,Howl's Mewing Castle
2092,orders,https://open.kattis.com/problems/orders,1524,295,3.7,Restaurant Orders
2093,cprnummer,https://open.kattis.com/problems/cprnummer,1525,292,1.5,CPR Number
2094,namegeneration2,https://open.kattis.com/problems/namegeneration2,1525,276,2.6 - 6.7,Name Generation 2
2095,repeatedsubsequence,https://open.kattis.com/problems/repeatedsubsequence,1525,293,3.9,Repeated Subsequence
2096,24game,https://open.kattis.com/problems/24game,1526,283,2.4 - 6.0,24 Game
2097,catbusplan,https://open.kattis.com/problems/catbusplan,1526,269,8.0,Catbus Planning
2098,integerlists,https://open.kattis.com/problems/integerlists,1526,310,2.8,Integer Lists
2099,maxcolorclique,https://open.kattis.com/problems/maxcolorclique,1526,296,6.9,Maximum Color Clique
2100,blastersdash,https://open.kattis.com/problems/blastersdash,1527,270,1.6,Blaster's Dash
2101,interpreter,https://open.kattis.com/problems/interpreter,1527,271,3.3,Interpreter
2102,judgingmoose,https://open.kattis.com/problems/judgingmoose,1527,304,1.4,Judging Moose
2103,kingofcans,https://open.kattis.com/problems/kingofcans,1527,266,6.0,King of cans
2104,quantumsuperposition,https://open.kattis.com/problems/quantumsuperposition,1527,289,2.4,Quantum Superposition
2105,sumoftheothers,https://open.kattis.com/problems/sumoftheothers,1527,314,2.0,Sum of the Others
2106,animalcrackermonday,https://open.kattis.com/problems/animalcrackermonday,1528,298,6.7,Animal Cracker Monday
2107,beastbullies,https://open.kattis.com/problems/beastbullies,1528,272,5.3,Beast Bullies
2108,dividetothebasics,https://open.kattis.com/problems/dividetothebasics,1528,306,6.5,Divide To The Basics
2109,easyarithmetic,https://open.kattis.com/problems/easyarithmetic,1528,293,7.6,Easy Arithmetic
2110,racinggems,https://open.kattis.com/problems/racinggems,1528,303,6.3,Racing Gems
2111,trip,https://open.kattis.com/problems/trip,1528,265,5.6,The Trip
2112,burizonfort,https://open.kattis.com/problems/burizonfort,1530,265,5.8,Burizon Fort
2113,liga,https://open.kattis.com/problems/liga,1530,281,6.9,Liga
2114,xorequation,https://open.kattis.com/problems/xorequation,1530,287,5.0,XOR Equation
2115,bearlymadeit,https://open.kattis.com/problems/bearlymadeit,1531,300,8.1,Bearly Made It
2116,shopaholic,https://open.kattis.com/problems/shopaholic,1531,297,1.7,Shopaholic
2117,centsavings,https://open.kattis.com/problems/centsavings,1532,294,3.7,Cent Savings
2118,earlywinter,https://open.kattis.com/problems/earlywinter,1532,273,2.0,Early Winter
2119,slantdrilling,https://open.kattis.com/problems/slantdrilling,1532,268,5.2,Slant Drilling
2120,tripletfreequeens,https://open.kattis.com/problems/tripletfreequeens,1532,294,9.0,Triplet-Free Queens
2121,binarysearch,https://open.kattis.com/problems/binarysearch,1533,300,7.5,Binary Search
2122,gremlins,https://open.kattis.com/problems/gremlins,1533,292,1.6,Gremlins
2123,fifa,https://open.kattis.com/problems/fifa,1534,280,1.1,Framtíðar FIFA
2124,jailbreak,https://open.kattis.com/problems/jailbreak,1534,298,4.3,Jailbreak
2125,knitpicking,https://open.kattis.com/problems/knitpicking,1534,298,3.2,Knitpicking
2126,krumpirko,https://open.kattis.com/problems/krumpirko,1534,303,5.8,Krumpirko
2127,agario,https://open.kattis.com/problems/agario,1535,293,7.9,Agar.IO
2128,dfaintersection,https://open.kattis.com/problems/dfaintersection,1535,268,2.8,Deterministic Finite Automata - Intersection
2129,draughts,https://open.kattis.com/problems/draughts,1535,278,3.2,Draughts
2130,electroniccomponents,https://open.kattis.com/problems/electroniccomponents,1535,272,8.9,Electronic Components
2131,football,https://open.kattis.com/problems/football,1535,287,5.3,Football!
2132,maze2,https://open.kattis.com/problems/maze2,1535,281,6.5,Maze
2133,rhyming,https://open.kattis.com/problems/rhyming,1535,284,3.1,Rhyming Slang
2134,bokforing,https://open.kattis.com/problems/bokforing,1536,293,2.6,Accounting
2135,comparinganswers,https://open.kattis.com/problems/comparinganswers,1536,281,6.8,Comparing Answers
2136,dfadifference,https://open.kattis.com/problems/dfadifference,1536,268,2.7,Deterministic Finite Automata - Difference
